Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GNI per capita (current LCU),NY.GNP.PCAP.CN,302.6344814,309.7942753,325.0076131,352.8168381,377.9575296,402.3247447,428.142051,466.5097227,490.3986205,537.6795531,574.6318394,620.9501632,682.0002322,823.3147619,984.0529737,1073.538498,1181.372836,1277.825936,1435.021511,1673.49898,2172.444497,2449.519902,2711.634666,3021.575761,3444.803067,3854.079926,4405.248204,5073.018396,5959.077124,6982.70551,7824.076989,8838.686716,9705.111455,11916.47046,13225.83634,14781.2859,16297.52608,17767.98485,18960.68117,20435.70222,22930.09728,24878.9319,28846.21752,31154.85555,34352.48021,37709.98215,41716.66879,46373.01945,50979.9667,54243.88741,58497.84509,62480.27213,65812.13403,70316.80703,73909.8787,77988.711,82508.29962,86606.14786,90119.70907,93327.86266,91529.91055
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009077598,0.020256956,0.03914548,0.043250888,0.059201753,0.071422181,0.068925215,0.037022732,0.080249529,0.19502903,0.100423433,0.100402511,0.078751253,0.204820617,0.176476,0.12287992,0.096942744,0.132872573,0.022390154,0.027725904,0.026142343,0.089558713,0.084419341,0.010581003,0.005081135,0.005127205,0.005800471,0.00558495,0.004474008,
GDP (current US$),NY.GDP.MKTP.CD,7575396973,7972996814,8497996604,9423396235,10373995855,11334395471,12354995063,13777394495,14894594048,16780393295,18418392640,20333691316,21357435928,29295674714,36807721038,38114542813,36603349970,40651349967,46739449962,57645721018,82980483388,85454420500,78423059790,87415851376,77344092907,59082638804,67521602553,88573697223,95176640968,99030856825,1.15552E+11,1.23943E+11,1.34545E+11,1.47197E+11,1.53513E+11,1.71735E+11,1.63237E+11,1.68977E+11,1.52983E+11,1.51517E+11,1.51753E+11,1.3543E+11,1.29088E+11,1.9702E+11,2.55807E+11,2.88868E+11,3.03861E+11,3.33075E+11,3.16132E+11,3.29753E+11,4.17365E+11,4.58202E+11,4.34401E+11,4.00886E+11,3.81199E+11,3.4671E+11,3.23586E+11,3.81449E+11,4.04842E+11,3.87935E+11,3.35442E+11
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,2837508860,3140547673,5833891776,7853906987,5229066737,3896997028,4198381497,5344247382,6603973302,11412442459,8397207361,3686755072,3633011211,3779489141,-148434147.5,-732865875.6,-478443301.9,88984827.22,1129891342,-1511742055,179266833.5,3160575963,3495132986,2322964356,6479255766,2455264945,3256650176,1403064694,1493633999,681795780,-2223844787,1153587350,5099457821,4870436508,6294300292,8591135296,4908776136,-6134610063,4908839957,11514590739,12630782598,4984275726,1620987257,3113765858,6796126307,1881087181,5765053301,968619743.7,-984123511.5,
Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,118719777.2,129893392.5,168757380.9,312539112.7,647288734.4,748940970.9,868577111.9,881952991.3,1019303085,1490975322,2390571127,2699646859,1821170013,1650356659,1914229373,1536131204,1110665684,1409362308,1629642200,1723659642,1723899643,1529834454,1237964757,1324260337,1980129652,1787130654,1573483396,1147342475,858180353.3,1337222845,1953135047,1333331062,1613548448,4945511409,4123649215,4329119816,5900782828,12713723851,4356785408,7728159747,9742874344,6997313779,5554208485,3924320649,2655127906,2964981478,3999103402,4755046541,3496257395,
"Services, value added (current US$)",NV.SRV.TOTL.CD,3666598535,3844398464,4127198351,4580798170,5066597975,5497797803,6021397594,6810997278,7561396979,8433596630,9437396229,10605174217,10955800060,14663688435,17778379454,18473099034,17906649985,19993899984,22313449982,26228512097,35740619168,38557215026,36493297290,41498070199,37333315265,28038184130,31989053401,43309703509,45962829906,48558391186,58315922037,64928113570,74456171108,84357768951,87984343810,1.00004E+11,96660635429,1.01322E+11,92404977353,93040960733,92851787631,82318380814,78474985618,1.23289E+11,1.59955E+11,1.80961E+11,1.9295E+11,2.0902E+11,1.94539E+11,2.09842E+11,2.68262E+11,2.94817E+11,2.79339E+11,2.56782E+11,2.44012E+11,2.2225E+11,2.06815E+11,2.45388E+11,2.59866E+11,2.49691E+11,2.16607E+11
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,4.492463698,6.89541351,14.13021662,15.79659366,8.371690927,7.320727869,7.606850485,5.404749459,10.0090331,6.634197392,6.356587977,3.796821431,9.277849962,6.486354562,3.84751002,2.506946449,-3.348809478,7.255830425,8.256646217,8.183293979,9.217197554,-5.220975498,-1.797096356,6.639111803,-3.289904193,-0.163519885,2.205269012,6.506639689,1.868222654,-2.247296662,-4.568263449,-3.279631751,-0.181938969,2.699999996,6.500000011,1.400000001,2.699999985,-0.200000007,0.600000018,8.099999992,3.200000007,2.799999989,-1.504237024,4.894638868,6.204168631,6.438184343,5.352330068,2.315062096,-10.6269671,5.907332801,3.034018595,2.096449411,1.018475435,-0.645226197,-0.185399244,0.449473154,-0.188364593,1.999354297,-1.162441504,-12.32656446
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57443748000,562198100,-21641686500,-27687182800,-76782738800,3265023900
Changes in inventories (current LCU),NE.GDI.STKB.CN,116000000,109000000,93000000,234000000,225000000,196000000,60000000,463000000,322000000,421000000,432000000,607000000,-173000000,88000000,1000000000,378000000,-548000000,-405000000,-517000000,-99000000,2303000000,3744000000,-2097000000,-733000000,209000000,-3343000000,-1076000000,-3237000000,666000000,1036000000,-4577000000,-96000000,-2742000000,-2823000000,8076000000,12443000000,5358000000,1121000000,-728000000,7533000000,7090000000,2454000000,13727000000,14907000000,29630000000,17516000000,23141000000,7142000000,-8555000000,-20228000000,1039179800,34729994700,23167308400,22826867500,7720631300,27596946700,-22895900000,10762151100,37003973800,37802580300,-53626687900
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,93.05119202,91.37840211,90.29654036,92.52711336,95.06072874,96.4673913,93.77903683,94.65501473,94.19118338,94.96078759,99.26269383,103.4587087,97.56364965,93.49729464,94.71811275,102.1854822,101.0085142,99.71427763,95.70651773,94.82065968,95.16618184,102.1548678,98.15978298,99.6118698,99.25857113,95.10237249,95.44361555,94.32735016,98.03587191,98.81490494,99.32167334,99.54214086,98.35297858,96.09790513,99.12490791,98.92729311,98.53285362,99.0871059,99.10321308,98.51262908,97.25134465,96.5089599,94.49815381,94.42646549,97.63479499,96.57384357,97.9160465,98.68046129,101.3969789,98.56562088,97.95919768,99.981157,101.7066078,102.1164705,101.4983365,101.299402,99.54908292,98.85578196,99.53040732,99.44201726,95.64933156
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,1594.442387,1589.194318,1598.458433,1659.324723,1750.254652,1767.481777,1803.203095,1836.240365,1920.894286,2001.683873,2077.437743,2118.058662,2150.176549,2252.085334,2308.481247,2331.266838,2309.215938,2233.477752,2215.066727,2213.760324,2342.508261,2447.076623,2430.68181,2435.614541,2479.7029,2332.652242,2279.361167,2311.900083,2378.984496,2387.770287,2398.281407,2327.781979,2238.066456,2225.081767,2261.171213,2344.793718,2402.949719,2438.140066,2441.168354,2446.827429,2512.430918,2565.755983,2613.909591,2655.227111,2786.782492,2921.326841,3137.808341,3299.440861,3295.142665,3165.412653,3242.42443,3357.590467,3427.254731,3439.957423,3413.849734,3426.915436,3396.479257,3417.68904,3432.603759,3423.142866,3196.211383
Military expenditure (current LCU),MS.MIL.XPND.CN,50000000,81250000,133000000,135000000,194000000,206750000,231750000,266500000,285500000,304000000,298500000,347500000,378500000,522500000,749000000,1058750000,1458500000,1803250000,1798250000,1819500000,2073000000,2643250000,2980250000,3401000000,4086750000,4719000000,5707750000,7321500000,9692000000,10967750000,11292250000,10698500000,10488000000,10634250000,12351750000,11942000000,11143000000,11124250000,10535000000,10618500000,13128250000,15516000000,18615750000,19473000000,20019000000,22683500000,23742000000,24839750000,27145750000,30443250000,30662500000,33358750000,36859400000,39761550000,42243800000,44514225000,46665700000,48532175000,48616450000,50008800000,
Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667,4281,7539,9298,12102,15107,51575,537554,695336,840493,855339
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,60,50,50,50,60,80,83.4,83.4,83.4,76.6,
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,3092,3340,3017,4240,3874,4051,4730,4922,4829,5134,1093,1023,888,904,935,883,757,355,200,138,895,966,983,922,956,1003,866,915,860,822,821,656,608,638,802,889,704,728,657,567,
Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,23.7,24,24.4,24.9,24.8,24,23.9,21.4,21.7,21.7,21.7,21.7,21.8,21.8,
Procedures to register property (number),IC.PRP.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,95.8
Power outages in firms in a typical month (number),IC.ELC.OUTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,7.7
"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424807608,,,,,,,0.396,0.429087639,,0.43140161
Compensation of employees (% of expense),GC.XPN.COMP.ZS,,,,,,,,,,,,,24.8455731,24.18150488,24.37943262,23.52415027,23.07692308,23.17319338,23.39578454,23.34017796,24.76833035,25.03427117,26.24941857,24.26849543,27.12343281,24.81242214,,,26.31197616,27.39785978,28.46262478,30.39433685,45.26399439,43.01168819,30.27009738,15.60734898,16.42578573,16.81032703,16.73789682,16.18745963,15.5576142,15.67484717,15.01983154,14.60411595,14.23117925,14.30691638,13.8063526,13.77277503,13.37581682,13.44284081,14.51295979,14.19508067,14.43660058,13.94643744,13.80242676,14.11588202,14.7524996,14.46773913,13.90628364,13.8505873,
Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,,,,,,,,,,,0.459039548,0.635886093,0.412749369,0.367647059,0.568867437,0.755891507,0.732459522,0.555081127,0.201726781,0.179250018,0.19516234,0.207911014,0.171440519,0.190635452,0.142348754,0.0485623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278897,0.000236968,0,0,0,0.005884343,0.010228943,0.008436118,0.006650854,0.01013137,0.011591936,0.011453824,0.009943126,0.007115954,0.006035983,0.006974859,
Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126768148,0.60015486,-1.007758201,-0.050520333,0.087324607,0.027933821,-1.254766443,-0.349838741,-0.333793137,0.067333526,-0.098543588,0.54205164,0.143384267,0.604287837,1.48375055,2.044854204,1.423507324,1.392197468,1.787465501,3.284985568,2.813279737,0.430786335,-0.383808389,0.341381277,1.601256158,0.265299895,1.551000605,1.060987222,-0.375524522,0.170571473,
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,2.610833334,2.584166667,3.431666667,3.511666667,2.890000001,2.872500001,3.295833334,3.385833334,3.436666668,3.385833334,3.773333334,3.454166668,3.487500001,4.854166667,4.739166667,5.673333334,4.815833334,4.627500001,4.317500001,4.741666668,4.858333334,4.197500001,3.742500001,3.221666667,3,3.935833334,3.904166667,3.781666667,3.3025,2.9975,3.204166667,3.629166667,5.135,4.846666667,4.654166667,4.368333333,4.484166667,4.7425,5.259166667,5.149166667,4.39,4.094166667,4.5875,4.293333333,3.759166667,3.719166667,3.8275,4.051666667,4.3175,3.8575,3.413333333,3.5125,3.464166667,3.421666667,3.325,3.364166667,3.229166667,3.045,2.926666667,3.041666667,3.1625
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.79194475,20.09716009,12.99415387,20.93430726,27.17138686,23.23323494,15.93885661,0.124363036,6.821147094,5.88375363,10.6796734,6.410423652,9.542479976,11.84159701,5.029245374,6.375293929,6.900673678,6.440565642,5.139615806
Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13,7.998164921,7.998164921,,
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4018332,4134550,4254464,4378096,4505751,4637026,4772586,4912396,5056803,5205350,5353510,5476921,5604083,5734578,5869057,6007466,6150137,6296596,6447585,6603041,6763337,6927950,7097710,7272557,7452904,7649667,7876037,8109555,8350799,8599005,8855441,9148137,9515818,9901051,10306434,10732551,11181214,11592022,11996588,12416495,12852959,13304774,13668832,14003132,14347725,14701493,15066204,15441719,15828930,16226580,16636669,17059047,17494728,17943558,18405971,18882420,19373371,19879305,20400727,20836302,21272284
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805650562,,,,,,,,,,,
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,,,,,,,,,,0,10531.53151,10269.32133,10508.202,10564.76974,10899.64839,11435.45391,11585.23531,12042.08361,12367.88546,13186.86014,13135.72681,13242.54683,13146.83783,12616.24022,12591.76126,11992.49372,11966.47793,12079.64364,12407.4298,12818.62443,14660,14650,14240,14550,14250,14010,14930,15060,15310,15190,15320,14730,15800,14670,14420,14650,14350,14810,15150,15400,15180,15160,15480,14860,15120,13990,13250,14820,14420,,
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.727222706,5.832620932,5.887167587,5.961337137,6.332343263,6.616545312,6.453858078,6.560824023,6.593619651,6.665435015,6.785927483,7.437297689,7.376048992,7.256838869,7.198226008,7.350683964,7.474398854,7.550740184,7.446833862,7.866688552,7.999997619,8.773993846,9.311609134,9.428689683,9.922517683,9.921214487,9.877463268,9.593208378,9.773399974,9.493667558,6.729798587,6.424621766,6.175429944,6.217680011,6.21264227,6.375893519,6.486114311,6.721030433,6.787881552,6.280539028,6.331876384,7.035133889,7.181223045,7.558134072,8.034617557,7.887120033,7.827679844,8.080250219,8.568994062,8.004039383,8.300179118,7.867123605,8.076633054,8.13733274,8.213157978,7.671201555,7.564450881,7.632729355,7.496644895,,
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859911153,2.802513545,3.007616067,2.908348123,2.964630816,2.958628677,3.075052502,3.126898943,3.198803363,3.283186125,3.504715312,3.576267468,3.839918263,3.765639065,3.703112764,4.026456965,4.412677119,4.458460195,4.35425672,4.406743685,4.664625792,4.930194613,5.012244563,5.227718042,5.046215358,,,,,,
Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.700001,57.799999,59.799999,62.200001,64.400002,66.800003,69.099998,71.300003,73.300003,75.5,77.199997,78.800003,80.400002,81.599998,82.699997,83.5,84.599998,85.099998,85.900002,86.300003,
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297444574,1.159138658,1.270414892,1.339731285,1.799970597,2.051742796,2.290346945,2.144043198,2.172951147,2.611870237,2.0816798,1.45580211,1.401079004,1.287259119,1.235232884,1.656729601,1.735780085,1.41108003,1.617128788,1.320218613,1.685655345,1.528749381,2.198453141,2.150594663,1.601620586,1.37556439,1.563082557,
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29999.99933,810000.0024,3430000.067,3720000.029,3000000,3170000.076,1539999.962,1830000.043,2160000.086,3059999.943,2289999.962,1610000.014,689999.9976,959999.9785,1419999.957,660000.0262,589999.9738,463187.0985,406432.9863,855423.9869,617374.301,770407.2595,669955.9093,149706.5872,1747919.44,
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37476000,91269000,3985000,4346000,68905000,37458000,31085000,22683000,-25650000,-22736000,-5626000,872832000,448057000,1377944000,501759000,850113000,339686000,370139000,930242000,-68542000,-53262000,1018707000
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950000.048,4349999.905,4699999.809,4590000.153,4260000.229,3240000.01,4340000.153,12140000.34,18260000.23,16750000,17620000.84,18950000.76,19770000.46,29129999.16,15250000,8430000.305,8670000.076,6969999.79,6280000.21,6159999.847,6320000.172,6039999.962,4619999.886,4840000.153,5079999.924,
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,3.709429669,3.771558343,3.477915445,3.535326279,4.728056358,9.293216529,3.476876884,3.331916042,4.127173131,3.432153912,4.382529841,5.050733143,7.132591259,3.491194452,5.087504931,6.02461249,4.373851884,4.41501093,3.64562399,5.146645339,5.749282831,11.03058089,18.28771762,32.2085262,28.03535267,34.50884845,23.97908261,26.20152849,18.81458696,18.92986007,20.26418,24.42798297,31.11918357,41.97999967,27.22243738,29.9699078,28.6210853,24.99264644,24.63379899,26.30779993,31.79427076,38.36801946,25.73784596,34.09257047,33.1328,27.94333427
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2304399079,2402399040,2573198972,2759398897,2930198829,3001598801,3233998708,3527998590,3910198437,4034798388,4080998369,4528100013,5468536793,7612146659,10300451114,10630747389,10206249991,12178499989,15067299987,20293956280,29075651844,24166479792,20548519520,21634554098,20026424685,19002774309,21145015503,27337385817,28015153902,26787640413,27817695768,27000256260,28823385073,29990731189,30973638012,35538043023,36572081253,37959642406,36069050876,35535038116,39506573038,38388833052,39060996814,50215153637,61694715396,72730057771,85077540710,1.00198E+11,1.08785E+11,87519937754,1.12664E+11,1.32271E+11,1.23874E+11,1.20365E+11,1.18017E+11,1.04227E+11,97424748536,1.10243E+11,1.19113E+11,1.14539E+11,1.02009E+11
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,,,,,,,,,,,,,,,,500000438.4,121467409.7,303792686.7,-93871059.93,363907985.5,103696633.4,-47695824.16,1935669470,280623702.5,886096104,1245489079,231585202.3,-1486940325,1083666643,80850625.99,-691652738.6,-10785077716,-1882067010,-230592460,604002318.6,-5612683803,5305504771,-3604679769,-12004584138,-6313190334,-3854564952,-4292687424,-1727159492,-1712645458,1900417869,3993788901,2275171115,5390643573,-1542500842,-1975160486,-5159916455
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,250599899.9,240799903.8,267399893.1,341599863.5,382199847.3,456399817.6,480199808.1,540399784.1,576799769.5,664999734.3,817599673.3,947870943.7,904794288.1,1175690653,1500130346,1837287486,1523749999,1804349998,2105649998,2455691050,3365703008,3945957230,3427757286,3217022594,2931709021,2277114731,2729281727,3175925261,3282014931,3397901942,3822696789,3825375464,4371604243,4715028771,5098062019,5982294433,5747203288,6012913107,5668970097,5773118534,5850181012,5242308508,5504060202,8042804255,10327984583,12150973291,14006362630,16053211329,16807781358,15128744643,19405949085,20600106001,18707675893,17974979545,17142878152,15722146767,15301305006,16601913546,16991679630,16484863301,11308648668
Land area (sq. km),AG.LND.TOTL.K2,,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090
Agricultural land (sq. km),AG.LND.AGRI.K2,,1013350,1001350,989950,977500,966100,964450,961800,959900,957900,955900,953900,951950,949900,948050,945850,943820,943200,942800,942100,941600,941000,940330,940330,940330,940330,944000,946500,949000,953000,956000,960050,964730,969360,972650,975200,978900,979450,979880,980580,981250,980130,980280,979280,976080,974830,968880,968900,971080,969880,968910,963740,963410,963410,963410,963410,963410,963410,963410,,
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,244999902.1,251999899.3,263199894.8,296799881.4,303799878.6,319199872.4,370999851.7,418599832.7,457799817.1,494199802.5,573999770.6,691997769.9,735934789.6,982867257.4,1240249788,1479952837,1276499999,1414499999,1670949999,2024360388,2483116310,2607778958,2321223338,2287983815,2121405740,1730778987,1868122129,2288918143,2355672814,2823566303,3317478096,3052249723,3212175980,3121751154,3556859856,4414444663,4847899399,5210350779,5212938760,5040629388,4888097169,4727833273,4988050522,8479844419,9960925961,11569926817,12539848375,14303802088,13398788706,12611104376,15806850397,17084414251,17455008001,16705171742,16818651474,15167419678,14577758702,16148055263,16708229196,15548863109,8404204073
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,16.14023841,15.36400873,19.11118267,17.83862573,14.28184198,13.3862007,6.957611155,7.657949102,7.725933139,7.700086708,8.694250082,,,,,,,,10.10416738,7.685036875,6.412971167,7.999628272,11.37664852,8.095000303,9.481202203,21.23072731,10.64565816,22.83199297,11.23468943,19.02774198,21.9852655,22.26298456,28.46865938,29.33489434,29.04138397,29.21986847,28.24099141,28.04544105,25.29998508,27.87247624,24.2293792,23.27338106,22.06940384,24.18524344,25.61014226,28.45460065,31.43891672
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.051080085,2.971629657,2.003959599,2.560035457,3.271315452,2.990684876,4.140751163,3.660604945,4.735709359,6.110437749,7.286030741,6.895501878,9.445938438,8.948474149,11.19640061,11.25725821,12.7178487,10.17726929,9.831163665,9.415845477,11.39659475,10.72979538,
ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29157005,11.352763,10.89857215,10.07064003,10.73372003,11.09321828,10.10042283,8.757625782,7.815227918,8.677698334,9.247916571,8.189518471,7.469072651,8.175426183,7.826676916,8.929665872,8.612653289,8.106358706,7.9114237,8.008438647,8.183231783
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,10.54,10.45,,16.29,,,13.83,10.16,,9.48,8.43,8.6,7.69,7.67,7.98,8.06,8.04,7.85,7.8,7.72,7.69,7.68,7.61,7.59,7.56,7.6,7.67,7.82,7.87,10.18,7.82
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414000000,2322000000,2558000000,2500000000,2717000000,2684000000,2366000000,2251000000,3655000000,4237000000,4812000000,5230000000,6104000000,6905000000,6421000000,8139000000,8397000000,7145000000,6491000000,6314000000,5734000000,5354000000,6068000000,6348000000,5866000000,1594000000
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,70.4,,,,,,92.3,91,,,,,,92,,,,,
Age dependency ratio (% of working-age population),SP.POP.DPND,80.63734961,81.48496457,82.50094015,83.49332132,84.14256436,84.31533294,84.64351028,84.47013543,83.96719816,83.38755629,82.8666969,82.79112522,82.68763713,82.53465974,82.25621281,81.82348536,81.90783457,81.72138833,81.38819388,81.08370568,80.90016115,80.81472817,80.89519532,81.01056462,80.96341618,80.66657423,80.85520717,80.64521583,80.15994814,79.54691882,78.8495834,77.59293119,76.22855524,74.75039141,73.12716163,71.36104031,69.69561696,67.95916135,66.1395293,64.23622935,62.28418615,60.82499331,59.2719899,57.70897471,56.26532572,55.02217359,54.24362167,53.64949955,53.20644517,52.83487162,52.49193787,52.47541035,52.37463909,52.26340944,52.21855904,52.25465189,52.28947308,52.36804111,52.43320287,52.40087937,52.23147889
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.15063109,2.138204366,2.127141783,2.121237009,2.125968831,2.142740013,2.149453909,2.167330446,2.191186072,2.213973256,2.232078076,2.228383598,2.22290986,2.218036807,2.216830686,2.220155336,2.208732666,2.203619579,2.201511529,2.197522444,2.189212965,2.163843125,2.135683292,2.110332338,2.09496882,2.092262239,2.087073633,2.09411949,2.109134055,2.126384225,2.142617263,2.1634404,2.190198646,2.221770077,2.254929967,2.285813093,2.264024098,2.238980601,2.216592683,2.204046,2.204125403,2.196633259,2.201841862,2.212921078,2.220267393,2.219540019,2.203940891,2.182717144,2.167255294,2.172546297,2.204455877,2.258238942,2.336608899,2.427635111,2.515973637,2.594128457,2.63112039,2.66082064,2.687838218,2.717834271,2.753301854
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.234250909,8.220909837,8.236788785,8.261595636,8.268001706,8.242250798,8.175925898,8.078412588,7.987261019,7.955636954,8.009323076,8.129193699,8.318180579,8.533308241,8.718055143,8.843068537,8.902692589,8.92506179,8.922510475,8.914642987,8.913420592,8.926285774,8.934046124,8.937155788,8.936879285,8.934689656,8.900358242,8.877930706,8.86930221,8.878731357,8.910463123,8.987388448,9.082247972,9.181146361,9.266264358,9.32898865,9.416751541,9.479483106,9.538981331,9.626955596,9.757141634,9.915270683,10.11438033,10.32929649,10.52270423,10.67075029,10.77886087,10.84829068,10.86688827,10.82512977,10.72004548,10.52506286,10.29248071,10.03421959,9.771549971,9.519905693,9.282159071,9.055913466,8.844684241,8.651245273,8.477614946
